0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0002072773767951433,0.0001232497564266983,8.983813026255957e-05,0.00010101068888335215,8.250867984201416e-05,8.40697107902269e-05,6.964253641988064e-06,0.00010418056645340548,-1.5462647069382958e-05,6.965459673829194e-05,2.3488454011569814e-05,0.00011834815605003307,0.00011366892596921355,8.341943364300223e-05,0.00010098926352119174,6.944287891665333e-05,0.00010144366263761196,-0.0005839372434227304
0.0001232497564266983,0.0017156614247575879,0.00016098664687594588,0.00011103562417602098,0.00018762341567504591,0.0001594579339023306,6.312264788968332e-06,0.00010174609796847837,-3.2065428098932265e-05,0.00014384321009358006,0.00016880124292555234,0.00028348425949508544,0.00017305699784384538,0.0003175264958707139,0.00011572898437321909,0.00010017380506967921,0.00022958393500529636,-0.0010515710343150545
8.983813026255957e-05,0.00016098664687594588,0.0013401873961528142,9.496610980745006e-05,0.00010236595797436195,0.00010142465909029024,1.8438908352393894e-05,7.416752560213938e-05,-1.4673125349708937e-05,0.00011385804571153613,0.0002472893707546914,0.0002530155125391264,0.00010106877968969534,0.00020860741113361755,8.739835585714732e-05,6.867054102121201e-05,0.0001441958822186834,-0.0005847051813842815
0.00010101068888335215,0.00011103562417602098,9.496610980745006e-05,0.00032474597273051797,0.00011670507634663512,7.671992672932518e-05,3.5972125633807464e-06,0.00014932145575126225,-1.6226258463263243e-05,6.682738465245426e-05,4.726144419001854e-05,2.257727184314853e-05,0.0001708670382839721,0.00010760996738658964,0.00010790792373787259,6.80114013722038e-05,0.00013823574053499946,-0.0006327396444375982
8.250867984201416e-05,0.00018762341567504591,0.00010236595797436195,0.00011670507634663512,0.00037969975453997455,8.433340363848485e-05,6.354448948454509e-06,0.00010221370974292149,-1.8786102224293804e-05,8.283857797934987e-05,2.5960412021334425e-05,0.00011754453078180528,0.00014681698453327654,0.00015262826691485806,9.239084086944336e-05,6.625023881239508e-05,0.00013441789884268148,-0.0006727174406388626
8.40697107902269e-05,0.0001594579339023306,0.00010142465909029024,7.671992672932518e-05,8.433340363848485e-05,0.0002744297597480306,5.439730568005183e-07,8.26906242485295e-05,-5.8334057297225044e-05,0.00011406529481154505,-0.00022823472612212574,0.00019522858093687384,0.00010922365349354122,0.00014904424292544084,8.854335170890195e-05,9.069336034567316e-05,9.536750749383154e-05,-0.0007785095617776214
6.964253641988064e-06,6.312264788968332e-06,1.8438908352393894e-05,3.5972125633807464e-06,6.354448948454509e-06,5.439730568005183e-07,4.0563799635302456e-05,2.5784046626365007e-06,7.061449136928406e-07,1.9432575065239546e-06,1.8283788972947945e-05,-1.7612193718982723e-05,4.150730514984565e-06,8.164825085688555e-06,3.394971724690118e-06,1.5158544935972478e-06,6.376122880880013e-06,-1.9243056604952898e-05
0.00010418056645340548,0.00010174609796847837,7.416752560213938e-05,0.00014932145575126225,0.00010221370974292149,8.26906242485295e-05,2.5784046626365007e-06,0.00023822161368911878,-1.4528996999638687e-05,6.90692279316012e-05,3.124044705730016e-05,4.6967655460212487e-05,0.00015176148419223458,0.00010213491963939957,0.00010284891006301029,6.829492792483068e-05,0.0001342126438920287,-0.0006453965378477424
-1.5462647069382958e-05,-3.2065428098932265e-05,-1.4673125349708937e-05,-1.6226258463263243e-05,-1.8786102224293804e-05,-5.8334057297225044e-05,7.061449136928406e-07,-1.4528996999638687e-05,7.906755102299037e-05,-1.4990713043176426e-05,0.0006514165294314509,3.0600160651159283e-07,-2.0324295193513487e-05,-1.5710172893133035e-05,-1.5137284612802824e-05,-1.3284316534680784e-05,-1.2254650077621924e-05,0.00013855654419213227
6.965459673829194e-05,0.00014384321009358006,0.00011385804571153613,6.682738465245426e-05,8.283857797934987e-05,0.00011406529481154505,1.9432575065239546e-06,6.90692279316012e-05,-1.4990713043176426e-05,0.00010173606031128199,7.370874889891362e-05,0.00016532351851153662,9.056398495278323e-05,0.00013271330004281217,7.37357745962533e-05,6.802288422596864e-05,9.221951273905969e-05,-0.0006026963629671863
2.3488454011569814e-05,0.00016880124292555234,0.0002472893707546914,4.726144419001854e-05,2.5960412021334425e-05,-0.00022823472612212574,1.8283788972947945e-05,3.124044705730016e-05,0.0006514165294314509,7.370874889891362e-05,0.008800320609829718,0.0003965908528521681,4.0373729952902635e-05,0.0002906520525325762,3.987548949120857e-05,5.3541051528812245e-05,0.00015025926574463208,-0.000324679808283277
0.00011834815605003307,0.00028348425949508544,0.0002530155125391264,2.257727184314853e-05,0.00011754453078180528,0.00019522858093687384,-1.7612193718982723e-05,4.6967655460212487e-05,3.0600160651159283e-07,0.00016532351851153662,0.0003965908528521681,0.0042653273726850575,0.00015814872498505082,0.0004008004125076216,0.0001033089693267185,9.874731121342575e-05,0.00020085449940078346,-0.0008152063722400533
0.00011366892596921355,0.00017305699784384538,0.00010106877968969534,0.0001708670382839721,0.00014681698453327654,0.00010922365349354122,4.150730514984565e-06,0.00015176148419223458,-2.0324295193513487e-05,9.056398495278323e-05,4.0373729952902635e-05,0.00015814872498505082,0.0007240629573644288,0.00013242158540661606,0.0001221289205772579,8.407815737103357e-05,0.00019602364810301565,-0.0008359359480527476
8.341943364300223e-05,0.0003175264958707139,0.00020860741113361755,0.00010760996738658964,0.00015262826691485806,0.00014904424292544084,8.164825085688555e-06,0.00010213491963939957,-1.5710172893133035e-05,0.00013271330004281217,0.0002906520525325762,0.0004008004125076216,0.00013242158540661606,0.0022932616193156057,9.652932136692194e-05,8.65062298112595e-05,0.0001727345840440827,-0.0008550348692670661
0.00010098926352119174,0.00011572898437321909,8.739835585714732e-05,0.00010790792373787259,9.239084086944336e-05,8.854335170890195e-05,3.394971724690118e-06,0.00010284891006301029,-1.5137284612802824e-05,7.37357745962533e-05,3.987548949120857e-05,0.0001033089693267185,0.0001221289205772579,9.652932136692194e-05,9.238725095134402e-05,6.914615601878881e-05,0.00010398146717505539,-0.0006102538081394606
6.944287891665333e-05,0.00010017380506967921,6.867054102121201e-05,6.80114013722038e-05,6.625023881239508e-05,9.069336034567316e-05,1.5158544935972478e-06,6.829492792483068e-05,-1.3284316534680784e-05,6.802288422596864e-05,5.3541051528812245e-05,9.874731121342575e-05,8.407815737103357e-05,8.65062298112595e-05,6.914615601878881e-05,6.233291970538479e-05,7.599402157190518e-05,-0.0005299607382422164
0.00010144366263761196,0.00022958393500529636,0.0001441958822186834,0.00013823574053499946,0.00013441789884268148,9.536750749383154e-05,6.376122880880013e-06,0.0001342126438920287,-1.2254650077621924e-05,9.221951273905969e-05,0.00015025926574463208,0.00020085449940078346,0.00019602364810301565,0.0001727345840440827,0.00010398146717505539,7.599402157190518e-05,0.000574087991212051,-0.0007086130395076284
-0.0005839372434227304,-0.0010515710343150545,-0.0005847051813842815,-0.0006327396444375982,-0.0006727174406388626,-0.0007785095617776214,-1.9243056604952898e-05,-0.0006453965378477424,0.00013855654419213227,-0.0006026963629671863,-0.000324679808283277,-0.0008152063722400533,-0.0008359359480527476,-0.0008550348692670661,-0.0006102538081394606,-0.0005299607382422164,-0.0007086130395076284,0.006402820014008124
